"谪仙"	98112261
"天宝伏妖录"	92005168
"酒家"	91852711
"鲸鸣·蓝溪镇 屏录大合唱"	91266459
"片段翻唱合集⑵"	89536743
"剑网三《孤独行刑者》"	87971409
"愿无忧"	86460650
"《破云》广播剧"	86413019
"片段合集⑴"	85237855
"青丝"	84030535
"188渣攻男团同人曲"	84263970
"与妆"	83865524
"不羁"	83513395
"戏腔合集"	83066458
"云兮客"	82970437
"《撒野》广播剧"	82754951
"灵笼"	82648800
"魔道祖师广播剧"	81865160
"天地缓缓"	82557523
"醒风人"	82571304
"明月天涯"	82571166
"京城旧事"	82557267
