写给新同学的歌	1456654423
其实，他没有那么喜欢我	1451390477
妈妈是个女超人	1446849978
恕小生无礼	1441208029
别在以后	1416890437
再主动一点	1415798043
再主动一点（伴奏）	1415793096
叮叮当当叮叮	1411753477
别想	1401745134
后来不是你	1391887656
相似	1388137884
想想念念	1382592790
琵琶行	1378937924
还算好	1374661248
不做空想者	1321021336
不做空想者（伴奏）	1321021339
抱歉	564423175
异地考验	455049899
